品类,标准合同一级科目,标准合同二级科目,标准合同名称,标准合同编号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,安装分包工程费,通风工程费,通风分包合同,BZAZ-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,安装分包工程费,采暖工程费,采暖工程分包合同,BZAZ-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,安装材料采购费,热通道采购费,热通道采购合同,BZAZ-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,工程建设其他费,临时场地准备费,临时场地准备合同,BZKB-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工技术措施费,垂直运输机械费,机械操作工合同,BZKB-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工技术措施费,垂直运输机械费,起重机械分包合同,BZAZ-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工技术措施费,大型机械安拆费,升降机安拆分包合同,BZKB-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工技术措施费,拌合站设备费,搅拌站设备合同,BZKB-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工技术措施费,非实体模板背楞体系,爬模安拆合同,BZKB-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工技术措施费,非实体模板背楞体系,膜壳安装合同,BZKB-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工组织措施费,临时设施费,临建施工分包合同,BZKB-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工组织措施费,临时设施费,临水临电工程分包合同,BZKB-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工组织措施费,地上、地下设施、建筑物的临时保护设施,临时保护分包合同,BZKB-064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工组织措施费,安全施工费,标准化设施供货及安装合同,BZKB-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
劳务分包,施工组织措施费,已完工程及设备保护费,成品保护分包合同,BZKB-066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,企业管理费,现场经费,办公设备租赁合同,BZXCJF-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,企业管理费,零星采购费-MRO,零星材料合同,BZKB-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,主体结构工程费,境外中小型机具采购合同,BZFJ-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,主体结构工程费,境外辅材采购合同,BZFJ-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,主体结构工程费,混凝土采购分包合同（已签合同结转专用）,BZFJ-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,主体结构工程费,钢筋外加工分包合同,BZFJ-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,二次结构及粗装修工程费,境外中小型机具采购合同,BZFJ-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,二次结构及粗装修工程费,境外辅材采购合同,BZFJ-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,二次结构及粗装修工程费,排气道供货及安装合同,BZFJ-059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,人防工程费,人防设施供货及安装合同,BZFJ-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,土石方工程费,回填工程分包合同,BZFJ-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,地基处理与边坡支护工程费,钢支撑租赁合同,BZFJ-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建分包工程费,总平土建工程费,体育设施供货及安装合同,BZYL-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,五金配件类材料采购费,门窗五金采购合同,BZFJ-079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,保温材料采购费,保温水泥制品采购合同,BZFJ-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,保温材料采购费,保温绝热材料采购合同,BZFJ-080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,保温材料采购费,无机隔热材料采购合同,BZFJ-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,其他材料采购费,PVC倒角条采购合同,BZKB-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,其他材料采购费,土工布采购合同,BZFJ-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,古建筑装饰材料采购费,屋面瓦采购合同,BZFJ-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,商品混凝土采购费,外加剂采购合同,BZFJ-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,商品混凝土采购费,沥青混凝土采购合同,BZFJ-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,商品混凝土采购费,混凝土泵管采购合同,BZFJ-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,商品混凝土采购费,预拌混凝土采购合同,BZFJ-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,幕墙材料采购费,玻璃幕墙材料采购合同,BZFJ-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,幕墙材料采购费,石材幕墙材料采购合同,BZFJ-151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,幕墙材料采购费,组合幕墙材料采购合同,BZFJ-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,幕墙材料采购费,金属板幕墙材料采购合同,BZFJ-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,水泥砂石料采购费,水泥稳定碎石采购合同,BZFJ-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,水泥砂石料采购费,水泥采购合同,BZFJ-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,水泥砂石料采购费,级配砂石采购合同,BZFJ-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,油漆涂料类材料采购费,涂料采购合同,BZFJ-071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,油漆涂料类材料采购费,腻子采购合同,BZFJ-090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,油漆涂料类材料采购费,路面标识涂料采购合同,BZFJ-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,洁净材料采购费,洁净材料采购合同,BZFJ-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,砌块砖块采购费,砌块采购合同,BZFJ-052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,砌块砖块采购费,砖块采购合同,BZFJ-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,苗木景观采购费,景观小品采购合同,BZYL-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,苗木景观采购费,苗木采购合同,BZYL-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,仿金属板材采购合同,BZFJ-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,其他地板材料采购合同,BZFJ-064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,吊顶材料采购合同,BZKB-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,吸声材料采购合同,BZFJ-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,塑料地板采购合同,BZFJ-060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,塑料板材采购合同,BZFJ-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,复合板材采购合同,BZFJ-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,家具采购合同,BZFJ-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,木质地板采购合同,BZFJ-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,植物纤维板材采购合同,BZFJ-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,水泥板材采购合同,BZFJ-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,瓷砖材料采购合同,BZFJ-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,石材采购合同,BZFJ-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,石膏类板材采购合同,BZFJ-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,胶黏材料采购合同,BZFJ-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,装饰玻璃材料采购合同,BZFJ-081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,装修材料采购费,软装材料采购合同,BZFJ-076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,减震器采购合同,BZFJ-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,变形缝采购合同,BZFJ-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,栏杆扶手材料采购合同,BZFJ-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,百叶门窗材料采购合同,BZFJ-147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,装饰金属材料采购合同,BZFJ-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,铸铁制品采购合同,BZFJ-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,金属类材料采购费,防坠落生命线系统装置采购合同,BZFJ-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢筋钢绞线采购费,钢筋半成品采购合同,BZFJ-136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢筋钢绞线采购费,钢筋原材采购合同,BZFJ-023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢筋钢绞线采购费,钢筋套筒采购合同,BZFJ-025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢筋钢绞线采购费,钢绞线采购合同,BZFJ-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢筋钢绞线采购费,铁制品采购合同,BZFJ-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,压型钢板采购合同,BZFJ-085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,焊钉采购合同,BZFJ-049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,螺栓采购合同,BZFJ-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,钢筋连接器采购合同,BZFJ-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,钢结构原材采购合同,BZFJ-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,钢结构墙板材料采购合同,BZFJ-075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,钢结构成品采购合同,BZFJ-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,钢结构构件采购费,零星钢构件采购合同,BZFJ-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,门窗材料采购费,塑钢门窗材料采购合同,BZFJ-056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,门窗材料采购费,木质门窗材料采购合同,BZFJ-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,门窗材料采购费,特种门窗材料采购合同,BZFJ-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,门窗材料采购费,金属门窗材料采购合同,BZFJ-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,门窗材料采购费,防火门窗材料采购合同,BZFJ-145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,防水材料采购费,排水板采购合同,BZFJ-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,防水材料采购费,止水带采购合同,BZFJ-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,防水材料采购费,防水材料采购合同,BZFJ-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,基础预制构件采购合同,BZFJ-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,市政预制构件采购合同,BZFJ-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,建筑预制构件采购合同,BZFJ-153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,改性石膏空心隔墙板采购合同,BZFJ-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,灌浆料采购合同,BZFJ-094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,结构预制构件采购合同,BZFJ-087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,蒸压加气混凝土条板采购合同,BZFJ-089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预制构件采购费,钢筋陶粒混凝土轻质墙板采购合同,BZFJ-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预拌砂浆采购费,功能砂浆采购合同,BZFJ-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预拌砂浆采购费,干混砂浆采购合同,BZFJ-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,土建材料采购费,预拌砂浆采购费,湿拌砂浆采购合同,BZFJ-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,主体结构工程费,活动板房采购及安装合同,BZJCSS-242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,桥涵工程费,伸缩缝加工及安装合同,BZJCSS-072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,桥涵工程费,隔声屏障加工及安装合同,BZJCSS-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,水处理工程费,水处理设备分包合同,BZJCSS-083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,金属结构工程费,钢爬梯加工制造运输安装合同,BZJCSS-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,金属装饰工程费,栏杆扶手供货安装合同,BZJCSS-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,金属装饰工程费,栏杆类供货安装合同,BZJCSS-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施分包工程费,金属装饰工程费,铝合金百叶供货安装合同,BZJCSS-045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,五金配件类材料采购费,门窗五金供货合同,BZJCSS-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,交安工程材料费,交安工程材料合同,BZJCSS-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,保温材料采购费,保温类材料供货合同,BZJCSS-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,商品混凝土采购费,外加剂供货合同,BZJCSS-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,商品混凝土采购费,预拌混凝土供应合同-结构混凝土,BZJCSS-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,土工格栅采购合同,BZJCSS-239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,土方采购合同,BZJCSS-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,水泥稳定碎石采购合同,BZJCSS-170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,水泥采购合同,BZJCSS-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,生石灰采购合同,BZJCSS-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,矿渣材料采购合同,BZJCSS-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,砖渣采购合同,BZJCSS-211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,粉煤灰供货合同,BZJCSS-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,地材采购费,级配砂石采购合同,BZJCSS-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,型钢采购费,型钢供货合同,BZJCSS-183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,型钢采购费,钢便桥材料采购合同,BZJCSS-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,声测管采购费,声测管供货合同,BZJCSS-190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,工艺工程采购费,阀门供货合同,BZJCSS-177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,工艺工程采购费,高低压配电柜（箱）供货合同,BZJCSS-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,桥涵工程材料采购费,临时及零星钢材供货合同,BZJCSS-180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,桥涵工程材料采购费,伸缩缝供货合同,BZJCSS-179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,桥涵工程材料采购费,悬索、钢拉杆材料采购合同,BZJCSS-191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,桥涵工程材料采购费,护坡工程物资采购合同,BZJCSS-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,桥涵工程材料采购费,桥梁支座采购合同,BZJCSS-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,桩基础材料采购费,圆木桩采购合同,BZJCSS-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,止水带采购费,止水螺栓、止水带、止水条供货合同,BZJCSS-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,沥青混凝土采购费,路面材料采购合同,BZJCSS-113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,油漆涂料类材料采购费,油漆涂料供货合同,BZJCSS-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,油漆涂料类材料采购费,腻子采购合同,BZJCSS-228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,油脂、油品采购费,油脂、油品采购合同,BZJCSS-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,泡沫剂采购,泡沫剂采购合同,BZJCSS-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,玻璃类材料采购费,外立面玻璃幕墙采购合同,BZJCSS-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,仪器仪表供货合同,BZJCSS-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,弱电材料供货合同,BZJCSS-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,灯具供货合同,BZJCSS-130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,电力工程材料设备采购合同,BZJCSS-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,电线电缆买卖合同,BZJCSS-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,电线管供货合同,BZJCSS-135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,路灯专用箱式变电站采购合同,BZJCSS-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,路灯及信号灯采购合同,BZJCSS-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,配电箱采购合同,BZJCSS-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,电力工程采购费,防雷材料供货合同,BZJCSS-122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,盾构管片材料采购费,管片采购合同,BZJCSS-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,石材类材料采购费,侧石采购合同,BZJCSS-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,石材类材料采购费,石材类材料供货合同,BZJCSS-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,石材类材料采购费,面砖采购合同,BZJCSS-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,砌块砖块采购费,砌块采购合同,BZJCSS-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,井盖供货合同,BZJCSS-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,塑料管买卖合同,BZJCSS-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,复合管材及管件供货合同,BZJCSS-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,混凝土管及预制构件买卖合同,BZJCSS-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,玻璃钢盖板、钢盖板采购合同,BZJCSS-229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,玻璃钢管采购合同,BZJCSS-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,电力工程材料采购合同,BZJCSS-119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,电力电缆保护管买卖合同,BZJCSS-128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,钢管供货合同,BZJCSS-173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,管材、玻璃钢采购费,铸铁管及管件供货合同,BZJCSS-172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,给排水工程材料费,给排水工程物资采购合同,BZJCSS-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,膨润土采购费,膨润土采购合同,BZJCSS-186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,亭廊屋面采购合同,BZJCSS-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,假山石采购合同,BZJCSS-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,原木、竹结构采购合同,BZJCSS-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,喷泉采购合同,BZJCSS-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,园林桌椅采购合同,BZJCSS-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,花架采购合同,BZJCSS-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物资,基础设施材料采购费,苗木景观采购费,苗木采购合同,BZJCSS-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
