p.project_no,项目名称,项目类型,pe.work_model,所属组织,o.org_code
1012642,大理经济技术开发区天井片区污水处理厂及配套管网工程,0,0,中建一局集团装饰工程有限公司,0001010000430010
1010386,房山区拱辰街道办事处FS00-LX05-0046、0056地块R2二类居住用地项目精装修（一标段）专业分包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1005808,长春远大购物中心精装修工程（第三标段）,0,11,中建一局集团装饰工程有限公司,0001010000430010
1005806,工学院与交叉学科大楼(工学院与交叉学科大楼2#楼（教学科研用房）等5项)工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1005493,张家港市领诚智能科技有限公司新建厂房项目装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1004672,红旗汽车概念店（丰科店）设计、施工项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
999442,2021年老旧小区改造道外区第二批改造工程（一标段）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
999268,天门市竟陵支行装修改造项目工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
997584,张家口市崇礼区太子城冰雪小镇会展项目洲际酒店精装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
993761,哈尔滨市公安监管场所建设项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
992671,四川兴文·万汇国际商贸城项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
991783,杨浦教学区停偿用房调整利用改造EPC项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
991539,万峰大酒店综合开发项目五期(万峰·尚锋)工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
110058,埃塞俄比亚驻华使馆翻建项目（1#地下室等6项）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
100936,石家庄万科翡翠公园项目一期风雨连廊工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
100704,凤玺湾（二期）南上庄城中村改造项目装饰装修投标样板工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
99152,巴塔军用车辆仓库项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
96148,2019年邮局系列项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
89550,望京科技园B座1层及F座3层内装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
91684,新能源汽车用高性能三元材料（NCM）电池芯研发与产业化项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
82043,北苑会所精装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
84260,18万吨合成树脂和相关电子化学品精细化工配套项目（二期一阶段工程）,0,11,中建一局集团装饰工程有限公司,0001010000430010
47263,阜阳市城南新区高端人才引进公寓设计施工一体化项目,0,2,中建一局集团装饰工程有限公司,0001010000430010
83461,GT改性高分子环保材料及其制品（环保食品包装容器）幕墙工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
30558,2017年天鸿系列项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
48557,上师大一附小（东校）等2所学校场地修缮工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
44300,青岛爱杰雅科技研发有限公司研发中心项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
45480,北京鲜活农产品流通中心冷库与制冰间工程项目-装饰项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
44635,合肥京东方显示技术有限公司屋顶太阳能光伏发电项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
36341,邮局系列项目2,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
33152,海南博鳌·金海湾项目西区会所,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
825073,浙江民政康复中心（浙江康复医院）异地扩建工程装修装饰工程1标段-劳务,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
18230,青岛世茂新城4#地块一期公寓精装修及洋房公寓公共区域精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
18472,中国建设银行股份有限公司天津无暇支行室内装修工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
14776,首地.孙村组团B-12-2地块项目二期D2样板间精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
18166,云南医投健康管理中心,0,11,中建一局集团装饰工程有限公司,0001010000430010
14594,湖南家润多超市朝阳店装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
15364,中煤地质工程总公司餐厅改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
15356,海航北京后沙峪综合配套基地项目20-81地块市政工程（机电）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
7732,东航技术应用研发中心项目室内装饰工程（I标段）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
11271,晋中万科朗润园项目二期（2#9#10#6#7#8#楼）室内装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
11221,连云港港逸花园小区A、B、C样板房精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
10213,涿鹿中原项目办公楼室内精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
8238,爱立信研发中心2号楼办公区装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
791,A座写字楼等6项精装修工程1标段,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
7416,教学综合楼（北京青年政治学院教学综合楼）弱电专业分包工程(机电),0,NULL,中建一局集团装饰工程有限公司,0001010000430010
3133,宝鸡健康管理中心装修施工项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
1249,首都机场海关综合楼钢结构玻璃门改造项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
266,北京邮电大学沙河校区零星改造系列工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1250,ABB二期精装修工程（6）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
3186,御龙天下（一期）（原信和、天城）配套公建及文化中心室内精装独立承包工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
816957,1#住宅（商品房）等2项朝阳区六公主坟棚户区改造地块住宅及配套项目精装修工程二标段,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
816723,彝海结盟大酒店装饰装修工程-劳务,NULL,NULL,中建一局集团装饰工程有限公司,0001010000430010
813962,青岛爱杰雅科技研发有限公司研发中心项目-劳务,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1085785,第三批央企在京老旧小区综合整治项目（标包一百四十二）（石景山苹果园街道）工程总承包（EPC）,0,4,中建一局集团装饰工程有限公司,0001010000430010
1076169,中远海运物流总部大楼功能优化改造项目,0,4,中建一局集团装饰工程有限公司,0001010000430010
1068419,西便门西里(西院)1、2、3、4、6、7 号楼综合整治项目,0,4,中建一局集团装饰工程有限公司,0001010000430010
1060674,深圳地铁25号线一期总承包项目部办公驻地（含食堂）装修改造,0,11,中建一局集团装饰工程有限公司,0001010000430010
1049157,融通地产（广西）有限责任公司融寓·长沙阿弥岭店装修改造工程施工总承包,0,11,中建一局集团装饰工程有限公司,0001010000430010
1040845,成都比亚迪厂房及配套设施建设项目装饰工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1029470,第6代柔性有源矩阵有机发光显示器件（AMOLED）模组生产线项目室外工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1018576,庐江高新区装备制造产业园项目（二期）工程,0,5,中建一局集团装饰工程有限公司,0001010000430010
1018496,吉行2022年景观、市政绿化工程项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1012646,西安奕斯伟集成电路产业基地项目装饰工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
1004357,办公区修缮项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
1002575,钟祥莫愁湖支行装修改造工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1001820,沈阳裕景中心项目（一期A）11#楼新销售中心精装修及机电工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
1001706,中建一局集团装饰工程有限公司安全生产监督管理部安全帽采购项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
998365,邦信资产管理有限公司丽泽金融区汇亚大厦45层办公区,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
111511,广州国显科技有限公司维信诺第 6 代柔性 AMOLED 模组生产线项目装饰工程A,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
108383,招商银行股份有限公司北京分行3.0营业网点新建改造系列项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
105172,武邑县河钢路及窦后街绿化工程,0,4,中建一局集团装饰工程有限公司,0001010000430010
104632,文安鲁能酒店二期项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
100814,丙区2号楼19、20层宿舍改造工程,0,11,中建一局集团装饰工程有限公司,0001010000430010
94908,上海百汇医院新建项目室内精装修分包工程（标段二）,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
97014,北京地铁5号线、昌平线5座车站站前广场更新改造项目工程施工,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
90385,2019年廊坊银行系列项目,0,11,中建一局集团装饰工程有限公司,0001010000430010
91747,京东方（苏州）智造服务产业园项目装修（含幕墙）工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
89718,北京新机场东航基地项目一阶段工程第IV标段（航空食品及地面服务区）精装修工程,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
67871,绵阳京东方第6代AMOLED（柔性）生产线项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
62783,国家存储器基地项目（一期）OS1精装修幕墙工程,0,2,中建一局集团装饰工程有限公司,0001010000430010
44998,2017年麦当劳系列项目,0,NULL,中建一局集团装饰工程有限公司,0001010000430010
